Year,Datetime,Stage,Stadium,City,Host Country,Latitude,Longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
1954,04 Jul 1954 - 17:00,Final,Wankdorf Stadium,Berne ,Switzerland,46.9482713,7.4514512,Germany FR,3,2,Hungary, ,62500,2,2,LING William (ENG),ORLANDINI Vincenzo (ITA),GRIFFITHS Benjamin (WAL),3484,1278,FRG,HUN
1958,08 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,3,0,Mexico, ,34107,1,0,LATYCHEV Nikolaj (URS),MOWAT Jack (SCO),ERIKSSON Arne (FIN),220,1415,SWE,MEX
1958,08 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Soviet Union,2,2,England, ,49348,1,0,ZSOLT Istvan (HUN),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220,1372,URS,ENG
1958,08 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malmö,Sweden,62,15,Argentina,1,3,Germany FR, ,31156,1,2,LEAFE Reginald (ENG),HELGE Leo (DEN),AHLNER Sten (SWE),220,1323,ARG,FRG
1958,08 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken ,Sweden,60.619422,16.7724214,Hungary,1,1,Wales, ,15343,1,1,CODESAL Jose Maria (URU),LEMESIC Leo (YUG),VAN NUFFEL Lucien (BEL),220,1407,HUN,WAL
1958,08 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrköping,Sweden,62,15,France,7,3,Paraguay, ,16518,2,2,GARDEAZABAL Juan (ESP),GRIFFITHS Benjamin (WAL),BROZZI Juan (ARG),220,1386,FRA,PAR
1958,08 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras ,Sweden,59.6110992,16.5463679,Yugoslavia,1,1,Scotland, ,9591,1,0,WYSSLING Paul (SUI),ORLANDINI Vincenzo (ITA),MACKO Martin (TCH),220,1434,YUG,SCO
1958,08 Jun 1958 - 19:00,Group 4,Rimnersvallen,Udevalla ,Sweden,62,15,Brazil,3,0,Austria, ,17788,1,0,GUIGUE Maurice (FRA),DUSCH Albert (GER),BRONKHORST Jan (NED),220,1326,BRA,AUT
1958,08 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad ,Sweden,56.6739826,12.8574827,Northern Ireland,1,0,Czechoslovakia, ,10647,1,0,SEIPELT Fritz (AUT),ELLIS Arthur (ENG),FERNANDES CAMPOS Joaquim (POR),220,1421,NIR,TCH
1958,11 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,0,0,England, ,40895,0,0,DUSCH Albert (GER),LOEOEW Bertil (SWE),ZSOLT Istvan (HUN),220,1339,BRA,ENG
1958,11 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Mexico,1,1,Wales, ,15150,0,1,LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),220,1418,MEX,WAL
1958,11 Jun 1958 - 19:00,Group 2,Idrottsparken,Norrköping,Sweden,62,15,Paraguay,3,2,Scotland, ,11665,2,1,ORLANDINI Vincenzo (ITA),GARDEAZABAL Juan (ESP),ANDREN Bengt (SWE),220,1423,PAR,SCO
1958,11 Jun 1958 - 19:00,Group 2,Arosvallen,Vasteras ,Sweden,59.6110992,16.5463679,Yugoslavia,3,2,France, ,12217,1,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),DRAGVOLL Georg (NOR),220,1388,YUG,FRA
1958,11 Jun 1958 - 19:00,Group 4,Ryavallen,Boras ,Sweden,57.7210839,12.9407407,Soviet Union,2,0,Austria, ,21239,1,0,JORGENSEN Carl Frederik (DEN),NILSEN Birger (NOR),ACKEBORN Gosta (SWE),220,1332,URS,AUT
1958,11 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg ,Sweden,56.0441984,12.7040684,Germany FR,2,2,Czechoslovakia, ,25000,0,2,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1391,FRG,TCH
1958,11 Jun 1958 - 19:00,Group 1,Orjans Vall,Halmstad ,Sweden,56.6739826,12.8574827,Argentina,3,1,Northern Ireland, ,14174,1,1,AHLNER Sten (SWE),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),220,1324,ARG,NIR
1958,12 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,2,1,Hungary, ,38850,1,0,MOWAT Jack (SCO),VAN NUFFEL Lucien (BEL),DRAGVOLL Georg (NOR),220,1406,SWE,HUN
1958,15 Jun 1958 - 14:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,0,0,Wales, ,30287,0,0,VAN NUFFEL Lucien (BEL),LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),220,1438,SWE,WAL
1958,15 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,2,0,Soviet Union, ,50928,1,0,GUIGUE Maurice (FRA),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220,1344,BRA,URS
1958,15 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malm� ,Sweden,62,15,Germany FR,2,2,Northern Ireland, ,21990,1,1,FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),HELGE Leo (DEN),220,1389,FRG,NIR
1958,15 Jun 1958 - 19:00,Group 3,Jarnvallen,Sandviken ,Sweden,60.619422,16.7724214,Hungary,4,0,Mexico, ,13300,1,0,ERIKSSON Arne (FIN),CODESAL Jose Maria (URU),MOWAT Jack (SCO),220,1403,HUN,MEX
1958,15 Jun 1958 - 19:00,Group 2,Tunavallen,Eskilstuna ,Sweden,59.3717379,16.5051474,Paraguay,3,3,Yugoslavia, ,13103,1,2,MACKO Martin (TCH),GRIFFITHS Benjamin (WAL),GARDEAZABAL Juan (ESP),220,1426,PAR,YUG
1958,15 Jun 1958 - 19:00,Group 2,Eyravallen,Orebro ,Sweden,59.2747287,15.2151181,France,2,1,Scotland, ,13554,2,0,BROZZI Juan (ARG),ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),220,1387,FRA,SCO
1958,15 Jun 1958 - 19:00,Group 4,Ryavallen,Boras ,Sweden,57.7210839,12.9407407,England,2,2,Austria, ,15872,0,1,BRONKHORST Jan (NED),DUSCH Albert (GER),ZSOLT Istvan (HUN),220,1327,ENG,AUT
1958,15 Jun 1958 - 19:00,Group 1,Olympia Stadium,Helsingborg ,Sweden,56.0441984,12.7040684,Czechoslovakia,6,1,Argentina, ,16418,3,0,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1325,TCH,ARG
1958,17 Jun 1958 - 19:00,Group 4,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Soviet Union,1,0,England, ,23182,0,0,DUSCH Albert (GER),BRONKHORST Jan (NED),SEIPELT Fritz (AUT),220,1373,URS,ENG
1958,17 Jun 1958 - 19:00,Group 1,Malmo Stadion,Malmö,Sweden,62,15,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,6196,0,0,GUIGUE Maurice (FRA),FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),220,1422,NIR,TCH
1958,17 Jun 1958 - 19:00,Group 3,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Wales,2,1,Hungary, ,2823,0,1,LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),ERIKSSON Arne (FIN),220,1408,WAL,HUN
1958,19 Jun 1958 - 19:00,Quarter-finals,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Brazil,1,0,Wales, ,25923,0,0,SEIPELT Fritz (AUT),GUIGUE Maurice (FRA),DUSCH Albert (GER),221,1345,BRA,WAL
1958,19 Jun 1958 - 19:00,Quarter-finals,Malmo Stadion,Malmö,Sweden,62,15,Germany FR,1,0,Yugoslavia, ,20055,1,0,WYSSLING Paul (SUI),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),221,1392,FRG,YUG
1958,19 Jun 1958 - 19:00,Quarter-finals,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Sweden,2,0,Soviet Union, ,31900,0,0,LEAFE Reginald (ENG),BROZZI Juan (ARG),DRAGVOLL Georg (NOR),221,1437,SWE,URS
1958,19 Jun 1958 - 19:00,Quarter-finals,Idrottsparken,Norrköping,Sweden,62,15,France,4,0,Northern Ireland, ,11800,1,0,GARDEAZABAL Juan (ESP),LATYCHEV Nikolaj (URS),ANDREN Bengt (SWE),221,1385,FRA,NIR
1958,24 Jun 1958 - 19:00,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,Sweden,3,1,Germany FR, ,49471,1,1,ZSOLT Istvan (HUN),SEIPELT Fritz (AUT),ELLIS Arthur (ENG),488,1390,SWE,FRG
1958,24 Jun 1958 - 19:00,Semi-finals,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Brazil,5,2,France, ,27100,2,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),LEAFE Reginald (ENG),488,1340,BRA,FRA
1958,28 Jun 1958 - 17:00,Match for third place,Nya Ullevi,Gothenburg ,Sweden,57.7072326,11.9670171,France,6,3,Germany FR, ,32483,3,1,BROZZI Juan (ARG),ELLIS Arthur (ENG),LUNDELL Bengt (SWE),3483,1382,FRA,FRG
1958,29 Jun 1958 - 15:00,Final,Rasunda Stadium,Solna ,Sweden,59.361367,18.0013693,Brazil,5,2,Sweden, ,49737,2,1,GUIGUE Maurice (FRA),DUSCH Albert (GER),GARDEAZABAL Juan (ESP),3482,1343,BRA,SWE
1962,30 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Uruguay,2,1,Colombia, ,7908,0,1,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231,1479,URU,COL
1962,30 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,2,0,Mexico, ,10484,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),SCHWINTE Pierre (FRA),231,1461,BRA,MEX
1962,30 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Argentina,1,0,Bulgaria, ,7134,1,0,GARDEAZABAL Juan (ESP),BUERGO Fernando (MEX),MORGAN Raymond (CAN),231,1447,ARG,BUL
1962,30 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,3,1,Switzerland, ,65006,1,1,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),231,1473,CHI,SUI
1962,31 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,2,0,Yugoslavia, ,9622,0,0,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),231,1563,URS,YUG
1962,31 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Czechoslovakia,1,0,Spain, ,12700,0,0,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),231,1498,TCH,ESP
1962,31 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,2,1,England, ,7938,1,0,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),231,1490,HUN,ENG
1962,31 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany FR,0,0,Italy, ,65440,0,0,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),231,1507,FRG,ITA
1962,02 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Yugoslavia,3,1,Uruguay, ,8829,2,1,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231,1564,YUG,URU
1962,02 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,0,0,Czechoslovakia, ,14903,0,0,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),231,1462,BRA,TCH
1962,02 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,England,3,1,Argentina, ,9794,2,0,LATYCHEV Nikolaj (URS),REGINATO Adolfe Molina (CHI),MORGAN Raymond (CAN),231,1450,ENG,ARG
1962,02 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,2,0,Italy, ,66057,0,0,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),231,1472,CHI,ITA
1962,03 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,4,4,Colombia, ,8040,3,1,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),231,1478,URS,COL
1962,03 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Spain,1,0,Mexico, ,11875,0,0,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),231,1497,ESP,MEX
1962,03 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,6,1,Bulgaria, ,7442,4,0,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),231,1470,HUN,BUL
1962,03 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany FR,2,1,Switzerland, ,64922,1,0,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),231,1510,FRG,SUI
1962,06 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Soviet Union,2,1,Uruguay, ,9973,1,0,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),231,1562,URS,URU
1962,06 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,2,1,Spain, ,18715,0,1,BUSTAMANTE Sergio (CHI),MARINO Esteban (URU),SUNDHEIM Jose Antonio (COL),231,1460,BRA,ESP
1962,06 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Hungary,0,0,Argentina, ,7945,0,0,YAMASAKI MALDONADO Arturo (MEX),BULNES R. (CHI),GARDEAZABAL Juan (ESP),231,1451,HUN,ARG
1962,06 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Germany FR,2,0,Chile, ,67224,1,0,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),231,1471,FRG,CHI
1962,07 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Yugoslavia,5,0,Colombia, ,7167,2,0,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231,1480,YUG,COL
1962,07 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Mexico,3,1,Czechoslovakia, ,10648,2,1,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),231,1544,MEX,TCH
1962,07 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,England,0,0,Bulgaria, ,5700,0,0,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),231,1464,ENG,BUL
1962,07 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Italy,3,0,Switzerland, ,59828,1,0,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),231,1532,ITA,SUI
1962,10 Jun 1962 - 14:30,Quarter-finals,Carlos Dittborn,Arica ,Chile,-18.4785288,-70.3211394,Chile,2,1,Soviet Union, ,17268,2,1,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),232,1474,CHI,URS
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Brazil,3,1,England, ,17736,1,1,SCHWINTE Pierre (FRA),DIENST Gottfried (SUI),BUSTAMANTE Sergio (CHI),232,1459,BRA,ENG
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Chile,-34.170249,-70.7407427,Czechoslovakia,1,0,Hungary, ,11690,1,0,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),232,1525,TCH,HUN
1962,10 Jun 1962 - 14:30,Quarter-finals,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Yugoslavia,1,0,Germany FR, ,63324,0,0,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),232,1511,YUG,FRG
1962,13 Jun 1962 - 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar ,Chile,-33.0244535,-71.5517636,Czechoslovakia,3,1,Yugoslavia, ,5890,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),514,1559,TCH,YUG
1962,13 Jun 1962 - 14:30,Semi-finals,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Brazil,4,2,Chile, ,76594,2,1,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),514,1458,BRA,CHI
1962,16 Jun 1962 - 14:30,Match for third place,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Chile,1,0,Yugoslavia, ,66697,0,0,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),3481,1475,CHI,YUG
1962,17 Jun 1962 - 14:30,Final,Nacional,Santiago De Chile ,Chile,-33.4377756,-70.6504502,Brazil,3,1,Czechoslovakia, ,68679,1,1,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,BRA,TCH
1966,11 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,0,0,Uruguay, ,87148,0,0,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),238,1636,ENG,URU
1966,12 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield ,England,53.3806626,-1.4702278,Germany FR,5,0,Switzerland, ,36127,3,0,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),238,1656,FRG,SUI
1966,12 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool ,England,53.407154,-2.991665,Brazil,2,0,Bulgaria, ,47308,1,0,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,BRA,BUL
1966,12 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough ,England,54.5760419,-1.2344047,Soviet Union,3,0,Korea DPR, ,23006,2,0,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),238,1710,URS,PRK
1966,13 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,France,1,1,Mexico, ,69237,0,0,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),238,1650,FRA,MEX
1966,13 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester ,England,53.4794892,-2.2451148,Portugal,3,1,Hungary, ,29886,1,0,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),238,1675,POR,HUN
1966,13 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham ,England,52.4796992,-1.9026911,Argentina,2,1,Spain, ,42738,0,0,RUMENTCHEV Dimitar (BUL),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),238,1578,ARG,ESP
1966,13 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland ,England,54.9058512,-1.3828727,Italy,2,0,Chile, ,27199,1,0,DIENST Gottfried (SUI),FINNEY Jim (ENG),KREITLEIN Rudolf (GER),238,1608,ITA,CHI
1966,15 Jul 1966 - 19:30,Group 1,White City,London ,England,51.5073219,-0.1276474,Uruguay,2,1,France, ,45662,2,1,GALBA Karol (TCH),CALLAGHAN Leo (WAL),MARQUES Armando (BRA),238,1653,URU,FRA
1966,15 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield ,England,53.3806626,-1.4702278,Spain,2,1,Switzerland, ,32028,0,1,BAKHRAMOV Tofik (URS),ZSOLT Istvan (HUN),PHILLIPS Hugh (SCO),238,1641,ESP,SUI
1966,15 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool ,England,53.407154,-2.991665,Hungary,3,1,Brazil, ,51387,1,1,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),238,1597,HUN,BRA
1966,15 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough ,England,54.5760419,-1.2344047,Korea DPR,1,1,Chile, ,13792,0,1,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),238,1609,PRK,CHI
1966,16 Jul 1966 - 15:00,Group 3,Old Trafford Stadium,Manchester ,England,53.4794892,-2.2451148,Portugal,3,0,Bulgaria, ,25438,2,0,CODESAL Jose Maria (URU),GOICOECHEA Roberto (ARG),TSCHENSCHER Kurt (GER),238,1602,POR,BUL
1966,16 Jul 1966 - 15:00,Group 2,Villa Park,Birmingham ,England,52.4796992,-1.9026911,Germany FR,0,0,Argentina, ,46587,0,0,ZECEVIC Konstantin (YUG),FERNANDES CAMPOS Joaquim (POR),LOEOEW Bertil (SWE),238,1579,FRG,ARG
1966,16 Jul 1966 - 15:00,Group 4,Roker Park Ground,Sunderland ,England,54.9058512,-1.3828727,Soviet Union,1,0,Italy, ,27793,0,0,KREITLEIN Rudolf (GER),CRAWFORD William (SCO),KANDIL Aly Hussein (EGY),238,1682,URS,ITA
1966,16 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,2,0,Mexico, ,92570,1,0,LO BELLO Concetto (ITA),CHOI Duk Ryong (PRK),ASHKENAZI Menachem (ISR),238,1634,ENG,MEX
1966,19 Jul 1966 - 16:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,Uruguay,0,0,Mexico, ,61112,0,0,LOEOEW Bertil (SWE),VICUNA Claudio (CHI),LO BELLO Concetto (ITA),238,1689,URU,MEX
1966,19 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield ,England,53.3806626,-1.4702278,Argentina,2,0,Switzerland, ,32127,0,0,FERNANDES CAMPOS Joaquim (POR),ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),238,1582,ARG,SUI
1966,19 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool ,England,53.407154,-2.991665,Portugal,3,1,Brazil, ,58479,2,0,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),238,1598,POR,BRA
1966,19 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough ,England,54.5760419,-1.2344047,Korea DPR,1,0,Italy, ,17829,1,0,SCHWINTE Pierre (FRA),ADAIR John (NIR),TAYLOR John (ENG),238,1679,PRK,ITA
1966,20 Jul 1966 - 19:30,Group 1,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,2,0,France, ,98270,1,0,YAMASAKI MALDONADO Arturo (MEX),GALBA Karol (TCH),RUMENTCHEV Dimitar (BUL),238,1632,ENG,FRA
1966,20 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester ,England,53.4794892,-2.2451148,Hungary,3,1,Bulgaria, ,24129,2,1,GOICOECHEA Roberto (ARG),GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),238,1599,HUN,BUL
1966,20 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham ,England,52.4796992,-1.9026911,Germany FR,2,1,Spain, ,42187,1,1,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),238,1637,FRG,ESP
1966,20 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland ,England,54.9058512,-1.3828727,Soviet Union,2,1,Chile, ,16027,1,1,ADAIR John (NIR),SCHWINTE Pierre (FRA),CLEMENTS William (ENG),238,1610,URS,CHI
1966,23 Jul 1966 - 15:00,Quarter-finals,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,1,0,Argentina, ,90584,0,0,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),239,1577,ENG,ARG
1966,23 Jul 1966 - 15:00,Quarter-finals,Hillsborough,Sheffield ,England,53.3806626,-1.4702278,Germany FR,4,0,Uruguay, ,40007,1,0,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239,1660,FRG,URU
1966,23 Jul 1966 - 15:00,Quarter-finals,Roker Park Ground,Sunderland ,England,54.9058512,-1.3828727,Soviet Union,2,1,Hungary, ,26844,1,0,GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),FERNANDES CAMPOS Joaquim (POR),239,1676,URS,HUN
1966,23 Jul 1966 - 15:00,Quarter-finals,Goodison Park,Liverpool ,England,53.407154,-2.991665,Portugal,5,3,Korea DPR, ,40248,2,3,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239,1702,POR,PRK
1966,25 Jul 1966 - 19:30,Semi-finals,Goodison Park,Liverpool ,England,53.407154,-2.991665,Germany FR,2,1,Soviet Union, ,38273,1,0,LO BELLO Concetto (ITA),CODESAL Jose Maria (URU),GARDEAZABAL Juan (ESP),536,1659,FRG,URS
1966,26 Jul 1966 - 19:30,Semi-finals,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,2,1,Portugal, ,94493,1,0,SCHWINTE Pierre (FRA),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),536,1635,ENG,POR
1966,28 Jul 1966 - 19:30,Match for third place,Wembley Stadium,London ,England,51.5073219,-0.1276474,Portugal,2,1,Soviet Union, ,87696,1,1,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),KANDIL Aly Hussein (EGY),3479,1709,POR,URS
1966,30 Jul 1966 - 15:00,Final,Wembley Stadium,London ,England,51.5073219,-0.1276474,England,4,2,Germany FR,England win after extra time ,96924,0,0,DIENST Gottfried (SUI),BAKHRAMOV Tofik (URS),GALBA Karol (TCH),3478,1633,ENG,FRG
1970,31 May 1970 - 12:00,Group 1,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Mexico,0,0,Soviet Union, ,107160,0,0,TSCHENSCHER Kurt (GER),DUNSTAN Keith (BER),TAYLOR John (ENG),250,1902,MEX,URS
