Unnamed: 0,Year,Datetime,Stage,Stadium,City,Host Country,latitude,longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,WinningTeam,HomeAwayWin,HalftimeWin,GoalsTotal,GoalsDiff
651,2006,11 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974000000000,Angola,0,1,Portugal, ,45000.0,0,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410008,ANG,POR,Portugal,Away,Away,1,1
652,2006,12 Jun 2006 - 15:00,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Australia,3,1,Japan, ,46000.0,0,1,ABD EL FATAH Essam (EGY),DANTE Dramane (MLI),NDOYE Mamadou (SEN),97410100,97410012,AUS,JPN,Australia,Home,Away,4,2
653,2006,12 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.096012400000000,USA,0,3,Czech Republic, ,52000.0,0,2,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410010,USA,CZE,Czech Republic,Away,Away,3,3
654,2006,12 Jun 2006 - 21:00,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.738553200000000,Italy,2,0,Ghana, ,43000.0,1,0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100,97410009,ITA,GHA,Italy,Home,Home,2,2
655,2006,13 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.05376370000000,8.637085800000000,Korea Republic,2,1,Togo, ,48000.0,0,1,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410014,KOR,TOG,Korea Republic,Home,Away,3,1
656,2006,13 Jun 2006 - 18:00,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,France,0,0,Switzerland, ,52000.0,0,0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100,97410013,FRA,SUI,Draw,Draw,Draw,0,0
657,2006,13 Jun 2006 - 21:00,Group F,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Brazil,1,0,Croatia, ,72000.0,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410011,BRA,CRO,Brazil,Home,Home,1,1
658,2006,14 Jun 2006 - 15:00,Group H,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Spain,4,0,Ukraine, ,43000.0,2,0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100,97410015,ESP,UKR,Spain,Home,Home,4,4
659,2006,14 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.575382200000000,Tunisia,2,2,Saudi Arabia, ,66000.0,1,0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100,97410016,TUN,KSA,Draw,Draw,Home,4,0
660,2006,14 Jun 2006 - 21:00,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Germany,1,0,Poland, ,65000.0,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100,97410017,GER,POL,Germany,Home,Draw,1,1
661,2006,15 Jun 2006 - 15:00,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Ecuador,3,0,Costa Rica, ,50000.0,1,0,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100,97410018,ECU,CRC,Ecuador,Home,Home,3,3
662,2006,15 Jun 2006 - 18:00,Group B,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,England,2,0,Trinidad and Tobago, ,41000.0,0,0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100,97410019,ENG,TRI,England,Home,Draw,2,2
663,2006,15 Jun 2006 - 21:00,Group B,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Sweden,1,0,Paraguay, ,72000.0,0,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100,97410020,SWE,PAR,Sweden,Home,Draw,1,1
664,2006,16 Jun 2006 - 15:00,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.096012400000000,Argentina,6,0,Serbia and Montenegro, ,52000.0,3,0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410021,ARG,SCG,Argentina,Home,Home,6,6
665,2006,16 Jun 2006 - 18:00,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Netherlands,2,1,C�te d'Ivoire, ,52000.0,2,1,RUIZ Oscar (COL),TAMAYO Fernando (ECU),NAVIA Jose (COL),97410100,97410022,NED,CIV,Netherlands,Home,Home,3,1
666,2006,16 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.738553200000000,Mexico,0,0,Angola, ,43000.0,0,0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410023,MEX,ANG,Draw,Draw,Draw,0,0
667,2006,17 Jun 2006 - 15:00,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.05376370000000,8.637085800000000,Portugal,2,0,IR Iran, ,48000.0,0,0,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410024,POR,IRN,Portugal,Home,Draw,2,2
668,2006,17 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974000000000,Czech Republic,0,2,Ghana, ,45000.0,0,1,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410026,CZE,GHA,Ghana,Away,Away,2,2
669,2006,17 Jun 2006 - 21:00,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Italy,1,1,USA, ,46000.0,1,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410025,ITA,USA,Draw,Draw,Draw,2,0
670,2006,18 Jun 2006 - 15:00,Group F,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Japan,0,0,Croatia, ,41000.0,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100,97410028,JPN,CRO,Draw,Draw,Draw,0,0
671,2006,18 Jun 2006 - 18:00,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.575382200000000,Brazil,2,0,Australia, ,66000.0,0,0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410027,BRA,AUS,Brazil,Home,Draw,2,2
672,2006,18 Jun 2006 - 21:00,Group G,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,France,1,1,Korea Republic, ,43000.0,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410029,FRA,KOR,Draw,Draw,Home,2,0
673,2006,19 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Togo,0,2,Switzerland, ,65000.0,0,1,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410030,TOG,SUI,Switzerland,Away,Away,2,2
674,2006,19 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Saudi Arabia,0,4,Ukraine, ,50000.0,0,2,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410032,KSA,UKR,Ukraine,Away,Away,4,4
675,2006,19 Jun 2006 - 21:00,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Spain,3,1,Tunisia, ,52000.0,0,1,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100,97410031,ESP,TUN,Spain,Home,Away,4,2
676,2006,20 Jun 2006 - 16:00,Group A,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Ecuador,0,3,Germany, ,72000.0,0,2,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100,97410033,ECU,GER,Germany,Away,Away,3,3
677,2006,20 Jun 2006 - 16:00,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.738553200000000,Costa Rica,1,2,Poland, ,43000.0,1,1,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410034,CRC,POL,Poland,Away,Draw,3,1
678,2006,20 Jun 2006 - 21:00,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974000000000,Sweden,2,2,England, ,45000.0,0,1,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100,97410035,SWE,ENG,Draw,Draw,Away,4,0
679,2006,20 Jun 2006 - 21:00,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Paraguay,2,0,Trinidad and Tobago, ,46000.0,1,0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410036,PAR,TRI,Paraguay,Home,Home,2,2
680,2006,21 Jun 2006 - 16:00,Group D,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Iran,1,1,Angola, ,38000.0,0,0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100,97410040,IRN,ANG,Draw,Draw,Draw,2,0
681,2006,21 Jun 2006 - 16:00,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.096012400000000,Portugal,2,1,Mexico, ,52000.0,2,1,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100,97410039,POR,MEX,Portugal,Home,Home,3,1
682,2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.05376370000000,8.637085800000000,Netherlands,0,0,Argentina, ,48000.0,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100,97410037,NED,ARG,Draw,Draw,Draw,0,0
683,2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.575382200000000,C�te d'Ivoire,3,2,Serbia and Montenegro, ,66000.0,1,2,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC),97410100,97410038,CIV,SCG,C�te d'Ivoire,Home,Away,5,1
684,2006,22 Jun 2006 - 16:00,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Czech Republic,0,2,Italy, ,50000.0,0,1,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410041,CZE,ITA,Italy,Away,Away,2,2
685,2006,22 Jun 2006 - 16:00,Group E,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Ghana,2,1,USA, ,41000.0,2,1,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410042,GHA,USA,Ghana,Home,Home,3,1
686,2006,22 Jun 2006 - 21:00,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Japan,1,4,Brazil, ,65000.0,1,1,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410043,JPN,BRA,Brazil,Away,Draw,5,3
687,2006,22 Jun 2006 - 21:00,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Croatia,2,2,Australia, ,52000.0,1,1,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410044,CRO,AUS,Draw,Draw,Draw,4,0
688,2006,23 Jun 2006 - 16:00,Group H,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Ukraine,1,0,Tunisia, ,72000.0,0,0,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410048,UKR,TUN,Ukraine,Home,Draw,1,1
689,2006,23 Jun 2006 - 16:00,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Saudi Arabia,0,1,Spain, ,46000.0,0,1,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100,97410047,KSA,ESP,Spain,Away,Away,1,1
690,2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974000000000,Togo,0,2,France, ,45000.0,0,0,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410045,TOG,FRA,France,Away,Draw,2,2
691,2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.738553200000000,Switzerland,2,0,Korea Republic, ,43000.0,1,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410046,SUI,KOR,Switzerland,Home,Home,2,2
692,2006,24 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.575382200000000,Germany,2,0,Sweden, ,66000.0,2,0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410200,97410049,GER,SWE,Germany,Home,Home,2,2
693,2006,24 Jun 2006 - 21:00,Round of 16,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Argentina,2,1,Mexico,Argentina win after extra time ,43000.0,0,0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410200,97410050,ARG,MEX,Argentina,Home,Draw,3,1
694,2006,25 Jun 2006 - 17:00,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,England,1,0,Ecuador, ,52000.0,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410200,97410051,ENG,ECU,England,Home,Draw,1,1
695,2006,25 Jun 2006 - 21:00,Round of 16,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Portugal,1,0,Netherlands, ,41000.0,1,0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410200,97410052,POR,NED,Portugal,Home,Home,1,1
696,2006,26 Jun 2006 - 17:00,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Italy,1,0,Australia, ,46000.0,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410200,97410053,ITA,AUS,Italy,Home,Draw,1,1
697,2006,26 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974000000000,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3),45000.0,0,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410200,97410054,SUI,UKR,Draw,Draw,Draw,0,0
698,2006,27 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Brazil,3,0,Ghana, ,65000.0,2,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410200,97410055,BRA,GHA,Brazil,Home,Home,3,3
699,2006,27 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.738553200000000,Spain,1,3,France, ,43000.0,1,1,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410200,97410056,ESP,FRA,France,Away,Draw,4,2
700,2006,30 Jun 2006 - 17:00,Quarter-finals,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Germany,1,1,Argentina,Germany win on penalties (4 - 2),72000.0,0,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410300,97410057,GER,ARG,Draw,Draw,Draw,2,0
701,2006,30 Jun 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Italy,3,0,Ukraine, ,50000.0,1,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410300,97410058,ITA,UKR,Italy,Home,Home,3,3
702,2006,01 Jul 2006 - 17:00,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.096012400000000,England,0,0,Portugal,Portugal win on penalties (1 - 3),52000.0,0,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410300,97410059,ENG,POR,Draw,Draw,Draw,0,0
703,2006,01 Jul 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.05376370000000,8.637085800000000,Brazil,0,1,France, ,48000.0,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410300,97410060,BRA,FRA,France,Away,Draw,1,1
704,2006,04 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Germany,0,2,Italy,Italy win after extra time ,65000.0,0,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410400,97410061,GER,ITA,Italy,Away,Draw,2,2
705,2006,05 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.575382200000000,Portugal,0,1,France, ,66000.0,0,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410400,97410062,POR,FRA,France,Away,Away,1,1
706,2006,08 Jul 2006 - 21:00,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Germany,3,1,Portugal, ,52000.0,0,0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410500,97410063,GER,POR,Germany,Home,Draw,4,2
707,2006,09 Jul 2006 - 20:00,Final,Olympiastadion,Berlin ,Germany,52.5170365,13.388859900000000,Italy,1,1,France,Italy win on penalties (5 - 3),69000.0,0,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410600,97410064,ITA,FRA,Draw,Draw,Draw,2,0
708,2010,11 Jun 2010 - 16:00,Group A,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,South Africa,1,1,Mexico, ,84490.0,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061454,RSA,MEX,Draw,Draw,Draw,2,0
709,2010,11 Jun 2010 - 20:30,Group A,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,Uruguay,0,0,France, ,64100.0,0,0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061453,URU,FRA,Draw,Draw,Draw,0,0
710,2010,12 Jun 2010 - 13:30,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,Korea Republic,2,0,Greece, ,31513.0,1,0,HESTER Michael (NZL),HINTZ Jan Hendrik (NZL),MAKASINI Tevita (TGA),249722,300061459,KOR,GRE,Korea Republic,Home,Home,2,2
711,2010,12 Jun 2010 - 16:00,Group B,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Argentina,1,0,Nigeria, ,55686.0,1,0,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249722,300061460,ARG,NGA,Argentina,Home,Home,1,1
712,2010,12 Jun 2010 - 20:30,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484000000000,England,1,1,USA, ,38646.0,1,1,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061466,ENG,USA,Draw,Draw,Draw,2,0
713,2010,13 Jun 2010 - 13:30,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,-23.9058333,29.4613889,Algeria,0,1,Slovenia, ,30325.0,0,0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061465,ALG,SVN,Slovenia,Away,Draw,1,1
714,2010,13 Jun 2010 - 16:00,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,Serbia,0,1,Ghana, ,38833.0,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061471,SRB,GHA,Ghana,Away,Draw,1,1
715,2010,13 Jun 2010 - 20:30,Group D,Durban Stadium,Durban ,South Africa,-29.861825,31.009909000000000,Germany,4,0,Australia, ,62660.0,2,0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300111116,GER,AUS,Germany,Home,Home,4,4
716,2010,14 Jun 2010 - 13:30,Group E,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,Netherlands,2,0,Denmark, ,83465.0,0,0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061478,NED,DEN,Netherlands,Home,Draw,2,2
717,2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,Japan,1,0,Cameroon, ,30620.0,1,0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300061477,JPN,CMR,Japan,Home,Home,1,1
718,2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,Italy,1,1,Paraguay, ,62869.0,0,1,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300061484,ITA,PAR,Draw,Draw,Away,2,0
719,2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484000000000,New Zealand,1,1,Slovakia, ,23871.0,0,0,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061483,NZL,SVK,Draw,Draw,Draw,2,0
720,2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,C�te d'Ivoire,0,0,Portugal, ,37034.0,0,0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061489,CIV,POR,Draw,Draw,Draw,0,0
721,2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Brazil,2,1,Korea DPR, ,54331.0,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,BRA,PRK,Brazil,Home,Draw,3,1
722,2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Nelspruit ,South Africa,-25.481944,30.984722,Honduras,0,1,Chile, ,32664.0,0,1,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061495,HON,CHI,Chile,Away,Away,1,1
723,2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Durban ,South Africa,-29.861825,31.009909000000000,Spain,0,1,Switzerland, ,62453.0,0,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300111112,ESP,SUI,Switzerland,Away,Draw,1,1
724,2010,16 Jun 2010 - 20:30,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,South Africa,0,3,Uruguay, ,42658.0,0,1,BUSACCA Massimo (SUI),ARNET Matthias (SUI),BURAGINA Francesco (SUI),249722,300061452,RSA,URU,Uruguay,Away,Away,3,3
725,2010,17 Jun 2010 - 13:30,Group B,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,Argentina,4,1,Korea Republic, ,82174.0,2,1,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722,300061458,ARG,KOR,Argentina,Home,Home,5,3
726,2010,17 Jun 2010 - 16:00,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,Greece,2,1,Nigeria, ,31593.0,1,1,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722,300061457,GRE,NGA,Greece,Home,Draw,3,1
727,2010,17 Jun 2010 - 20:30,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,-23.9058333,29.4613889,France,0,2,Mexico, ,35370.0,0,0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061451,FRA,MEX,Mexico,Away,Draw,2,2
728,2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,Germany,0,1,Serbia, ,38294.0,0,1,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061470,GER,SRB,Serbia,Away,Away,1,1
729,2010,18 Jun 2010 - 16:00,Group C,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Slovenia,2,2,USA, ,45573.0,2,0,Koman COULIBALY (MLI),ACHIK Redouane (MAR),MANUEL CANDIDO Inacio (ANG),249722,300061463,SVN,USA,Draw,Draw,Home,4,0
730,2010,18 Jun 2010 - 20:30,Group C,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,England,0,0,Algeria, ,64100.0,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061464,ENG,ALG,Draw,Draw,Draw,0,0
731,2010,19 Jun 2010 - 13:30,Group E,Durban Stadium,Durban ,South Africa,-29.861825,31.009909000000000,Netherlands,1,0,Japan, ,62010.0,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300111117,NED,JPN,Netherlands,Home,Draw,1,1
732,2010,19 Jun 2010 - 16:00,Group D,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484000000000,Ghana,1,1,Australia, ,34812.0,1,1,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722,300061469,GHA,AUS,Draw,Draw,Draw,2,0
733,2010,19 Jun 2010 - 20:30,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,Cameroon,1,2,Denmark, ,38074.0,1,1,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061475,CMR,DEN,Denmark,Away,Draw,3,1
